throughput_mbps,congestion_ratio,packet_loss_percent,latency_ms,jitter_ms,line_down
32.68,0.3268,3.35,16.44,2.5,0
59.89,0.5989,6.38,26.68,3.37,0
57.21,0.5721,6.51,41.67,4.33,0
21.51,0.2151,6.59,29.65,4.5,0
21.39,0.2139,7.33,42.09,4.54,0
22.49,0.2249,6.9,40.1,4.33,0
16.56,0.1656,5.49,26.64,3.22,0
41.38,0.4138,8.03,25.61,4.46,0
67.29,0.6729,3.53,7.29,1.78,0
27.94,0.2794,1.21,22.05,2.44,0
21.89,0.2189,6.13,8.32,2.32,0
73.75,0.7375,9.5,38.92,4.01,0
23.87,0.2387,5.91,18.18,1.84,0
81.42,0.8142,3.46,8.92,2.4,0
72.22,0.7222,1.45,13.63,2.73,0
43.12,0.4312,4.68,21.87,2.84,0
16.05,0.1605,3.28,27.79,3.37,0
74.43,0.7443,1.97,16.59,3.16,0
45.76,0.4576,6.91,16.81,3.67,0
59.94,0.5994,6.1,23.52,2.84,0
76.61,0.7661,4.94,32.26,3.31,0
70.89,0.7089,9.71,17.98,2.17,0
17.3,0.173,4.27,19.29,3.28,0
26.82,0.2682,8.55,21.9,2.49,0
58.56,0.5856,5.09,35.53,5.26,0
34.21,0.3421,5.29,31.39,4.66,0
67.45,0.6745,4.74,29.35,4.54,0
84.42,0.8442,6.82,40.73,4.17,0
83.42,0.8342,2.98,19.06,3.51,0
51.46,0.5146,5.09,19.59,2.0,0
73.35,0.7335,4.25,28.82,4.45,0
16.39,0.1639,10.61,23.87,3.2,0
76.45,0.7645,8.63,13.52,1.37,0
24.86,0.2486,1.29,4.94,1.24,0
53.73,0.5373,2.85,24.67,4.43,0
55.41,0.5541,6.24,17.26,3.16,0
38.61,0.3861,7.04,26.18,4.46,0
26.75,0.2675,2.04,5.94,1.34,0
73.85,0.7385,6.59,35.73,5.27,0
65.42,0.6542,8.72,28.89,3.02,0
68.23,0.6823,8.85,41.62,5.28,0
68.76,0.6876,8.06,16.85,3.18,0
57.58,0.5758,12.81,22.57,2.52,0
38.24,0.3824,0.83,2.02,0.9,0
74.2,0.742,6.73,39.1,5.48,0
21.66,0.2166,8.75,31.81,4.87,0
60.55,0.6055,4.88,38.02,3.91,0
31.56,0.3156,8.74,23.26,2.8,0
57.3,0.573,4.23,13.72,1.98,0
69.03,0.6903,3.09,30.24,4.79,0
57.79,0.5779,3.59,30.24,4.95,0
46.57,0.4657,4.87,22.48,3.89,0
34.89,0.3489,3.94,11.99,2.05,0
48.79,0.4879,9.59,19.28,2.21,0
58.13,0.5813,10.94,23.62,2.49,0
66.55,0.6655,1.57,12.32,2.75,0
27.81,0.2781,7.68,28.24,3.52,0
55.95,0.5595,8.9,42.29,6.03,0
71.67,0.7167,6.36,27.57,3.64,0
20.91,0.2091,7.99,15.55,1.7,0
26.42,0.2642,2.29,6.4,1.51,0
33.76,0.3376,3.21,20.78,3.76,0
62.93,0.6293,8.99,43.55,4.82,0
20.49,0.2049,11.69,32.08,4.05,0
58.77,0.5877,12.58,49.8,6.22,1
74.93,0.7493,7.78,41.36,5.1,0
58.14,0.5814,6.62,14.59,2.22,0
30.63,0.3063,9.77,30.15,4.29,0
49.86,0.4986,7.18,34.44,4.48,0
39.69,0.3969,5.16,9.28,1.27,0
45.9,0.459,0.42,8.76,2.07,0
44.6,0.446,2.19,20.43,2.44,0
63.15,0.6315,1.35,13.0,1.88,0
74.14,0.7414,3.56,11.61,1.73,0
39.7,0.397,10.07,41.75,4.44,0
59.67,0.5967,4.01,22.84,2.42,0
42.0,0.42,10.72,22.67,2.63,0
32.08,0.3208,2.75,9.76,1.09,0
61.8,0.618,7.98,27.22,4.26,0
42.95,0.4295,8.17,24.43,2.48,0
78.64,0.7864,4.22,32.55,5.1,0
20.28,0.2028,7.68,32.31,3.28,0
43.04,0.4304,5.24,18.6,2.62,0
80.06,0.8006,5.95,24.35,3.66,0
17.49,0.1749,8.37,14.27,2.15,0
80.16,0.8016,5.93,14.69,2.66,0
23.49,0.2349,6.58,36.29,4.14,0
57.77,0.5777,3.11,19.22,3.08,0
80.41,0.8041,0.71,6.7,1.35,0
48.67,0.4867,7.53,22.17,3.64,0
61.77,0.6177,5.04,19.78,3.15,0
63.61,0.6361,6.93,18.48,2.06,0
21.19,0.2119,5.01,26.54,3.99,0
45.64,0.4564,5.69,18.65,2.97,0
53.59,0.5359,6.18,43.34,4.6,0
45.56,0.4556,8.73,25.19,4.05,0
31.87,0.3187,12.2,36.8,5.59,1
56.66,0.5666,8.89,41.91,4.32,0
37.34,0.3734,9.07,44.31,5.89,0
58.23,0.5823,8.95,41.87,5.5,0
59.93,0.5993,10.03,42.72,5.79,0
77.94,0.7794,2.88,29.69,4.33,0
47.84,0.4784,5.27,33.65,4.32,0
49.77,0.4977,8.75,18.79,3.63,0
50.74,0.5074,4.22,28.25,3.32,0
43.98,0.4398,3.07,16.6,2.07,0
80.48,0.8048,4.21,34.96,5.25,0
42.07,0.4207,10.16,32.0,3.21,0
25.66,0.2566,5.35,13.21,1.38,0
68.91,0.6891,8.92,22.56,3.53,0
48.03,0.4803,9.65,13.94,1.94,0
48.15,0.4815,7.49,15.96,3.03,0
26.96,0.2696,8.5,36.66,5.18,0
24.66,0.2466,3.97,17.05,2.39,0
36.37,0.3637,5.73,26.92,3.08,0
46.48,0.4648,9.36,24.42,4.21,0
63.94,0.6394,6.25,27.35,4.04,0
51.82,0.5182,7.76,26.99,3.74,0
27.31,0.2731,4.09,33.95,3.52,0
59.55,0.5955,3.85,20.88,2.48,0
30.55,0.3055,3.64,8.79,2.49,0
37.74,0.3774,4.9,29.77,4.1,0
42.41,0.4241,9.16,39.31,5.63,0
18.44,0.1844,6.41,26.91,4.65,0
57.25,0.5725,4.87,15.12,1.99,0
51.47,0.5147,3.27,33.86,4.65,0
48.53,0.4853,5.39,31.39,3.71,0
74.7,0.747,6.2,29.9,4.7,0
52.38,0.5238,3.92,24.45,4.28,0
47.63,0.4763,5.4,25.99,3.23,0
76.27,0.7627,8.79,40.8,4.78,0
19.5,0.195,4.14,23.74,2.63,0
47.36,0.4736,5.46,5.37,1.59,0
45.42,0.4542,13.74,42.99,5.57,1
52.07,0.5207,10.73,31.98,4.19,0
13.66,0.1366,10.15,29.54,4.28,0
24.31,0.2431,1.42,19.71,3.57,0
60.19,0.6019,6.74,32.41,4.05,0
25.8,0.258,3.08,14.15,1.87,0
50.44,0.5044,4.76,15.73,2.97,0
23.36,0.2336,6.61,27.26,3.64,0
40.83,0.4083,7.0,23.97,3.84,0
32.1,0.321,13.74,31.36,4.82,1
60.75,0.6075,1.35,20.13,3.38,0
39.85,0.3985,3.57,31.57,4.8,0
31.43,0.3143,5.13,9.44,2.0,0
57.5,0.575,4.1,13.98,3.34,0
68.36,0.6836,6.58,18.48,3.31,0
59.12,0.5912,5.14,18.72,2.11,0
67.02,0.6702,6.07,11.09,2.65,0
45.44,0.4544,3.66,35.37,4.19,0
31.85,0.3185,4.55,23.07,3.74,0
95.95,0.9595,2.69,27.69,2.78,0
39.06,0.3906,10.16,31.51,3.58,0
46.38,0.4638,4.99,15.61,2.14,0
67.6,0.676,2.87,11.2,1.65,0
54.96,0.5496,4.93,10.44,2.79,0
77.73,0.7773,2.65,26.67,3.5,0
51.89,0.5189,7.12,18.13,2.6,0
70.15,0.7015,5.48,33.01,3.47,0
20.21,0.2021,4.68,30.84,4.98,0
80.73,0.8073,2.32,30.46,4.3,0
52.08,0.5208,5.13,24.2,3.71,0
41.4,0.414,7.8,38.65,4.07,0
76.96,0.7696,8.72,37.34,4.74,0
39.95,0.3995,3.22,23.1,2.67,0
57.45,0.5745,7.74,35.44,4.54,0
65.51,0.6551,5.41,16.34,2.11,0
65.87,0.6587,9.45,37.93,5.08,0
68.3,0.683,4.83,36.82,4.34,0
64.66,0.6466,9.49,34.23,3.55,0
49.15,0.4915,5.21,34.36,3.62,0
64.98,0.6498,5.01,20.14,3.45,0
32.99,0.3299,9.85,30.93,3.12,0
18.12,0.1812,3.76,36.23,5.2,0
56.55,0.5655,8.22,24.89,3.2,0
45.49,0.4549,6.34,7.28,2.64,0
33.44,0.3344,9.2,41.94,5.59,0
57.47,0.5747,9.09,38.51,4.67,0
16.17,0.1617,11.41,16.66,1.73,0
57.14,0.5714,10.74,29.89,3.07,0
62.16,0.6216,7.87,25.8,3.72,0
47.64,0.4764,4.5,18.12,2.1,0
57.66,0.5766,6.88,37.48,5.68,0
19.94,0.1994,4.86,23.73,2.66,0
71.93,0.7193,9.29,14.26,2.05,0
68.15,0.6815,4.6,19.62,2.17,0
77.36,0.7736,5.03,4.56,1.5,0
29.61,0.2961,6.91,8.5,1.38,0
50.18,0.5018,5.87,14.98,2.03,0
28.22,0.2822,4.89,17.17,3.43,0
29.34,0.2934,4.73,17.87,2.14,0
66.24,0.6624,7.17,36.55,4.88,0
30.85,0.3085,0.68,17.08,2.19,0
56.84,0.5684,9.09,23.01,2.7,0
68.13,0.6813,9.75,40.68,4.13,0
50.57,0.5057,3.58,14.22,2.38,0
39.31,0.3931,6.25,22.37,3.06,0
56.86,0.5686,2.81,8.56,0.93,0
39.73,0.3973,9.49,28.78,3.05,0
83.17,0.8317,3.8,19.58,2.49,0
42.09,0.4209,7.57,20.56,3.96,0
63.37,0.6337,7.14,25.43,3.6,0
35.09,0.3509,6.88,17.29,1.77,0
36.05,0.3605,6.61,17.05,2.42,0
49.22,0.4922,8.32,15.18,2.53,0
34.54,0.3454,9.58,31.6,4.08,0
19.21,0.1921,5.92,12.46,2.5,0
24.2,0.242,8.62,21.31,2.17,0
47.83,0.4783,3.74,6.43,1.01,0
38.4,0.384,5.25,23.77,2.94,0
57.01,0.5701,6.12,21.26,3.8,0
26.01,0.2601,8.56,35.25,4.81,0
78.56,0.7856,4.09,32.98,4.28,0
50.94,0.5094,8.21,19.04,3.47,0
67.14,0.6714,4.45,36.75,4.72,0
32.18,0.3218,5.01,18.63,2.38,0
44.65,0.4465,0.81,6.69,1.18,0
59.59,0.5959,11.8,28.72,4.48,0
22.8,0.228,5.19,16.1,2.14,0
47.4,0.474,5.35,3.28,1.23,0
32.73,0.3273,5.15,17.36,2.61,0
36.76,0.3676,7.43,25.4,3.5,0
56.56,0.5656,11.59,51.94,5.57,1
36.35,0.3635,7.41,26.23,3.55,0
50.31,0.5031,6.33,12.05,2.28,0
49.1,0.491,7.84,32.46,4.66,0
42.85,0.4285,6.83,22.12,2.77,0
28.72,0.2872,8.45,32.91,4.32,0
68.3,0.683,5.04,12.21,1.78,0
48.87,0.4887,3.65,30.88,4.97,0
28.72,0.2872,8.14,31.05,3.72,0
78.08,0.7808,3.32,15.19,3.15,0
61.67,0.6167,7.39,28.59,4.06,0
61.42,0.6142,9.61,32.35,4.84,0
32.28,0.3228,4.79,29.34,4.6,0
66.0,0.66,6.02,19.71,3.42,0
15.22,0.1522,8.89,27.54,4.32,0
24.01,0.2401,1.01,6.24,2.17,0
62.2,0.622,3.32,11.0,1.32,0
78.33,0.7833,3.48,10.21,1.21,0
24.55,0.2455,2.4,25.84,2.64,0
63.7,0.637,5.92,32.7,4.97,0
73.48,0.7348,8.64,45.77,5.29,0
53.63,0.5363,8.17,17.24,2.63,0
30.74,0.3074,8.63,37.31,4.99,0
66.95,0.6695,8.6,25.05,3.62,0
68.99,0.6899,3.59,22.8,4.1,0
78.44,0.7844,4.91,19.67,2.51,0
43.28,0.4328,10.88,21.44,2.4,0
41.93,0.4193,15.32,56.8,5.97,1
48.15,0.4815,12.11,43.58,4.84,0
17.61,0.1761,6.84,24.88,2.84,0
26.46,0.2646,5.09,36.78,4.01,0
84.84,0.8484,3.4,12.15,1.33,0
25.17,0.2517,5.92,31.25,3.52,0
18.82,0.1882,6.51,34.81,4.34,0
54.62,0.5462,5.17,23.72,2.45,0
18.9,0.189,5.17,36.66,4.78,0
74.5,0.745,6.67,21.19,2.59,0
64.24,0.6424,9.66,39.59,3.98,0
57.69,0.5769,7.01,28.74,4.87,0
22.64,0.2264,6.5,15.09,3.5,0
30.84,0.3084,3.55,18.42,3.0,0
18.33,0.1833,1.35,8.46,2.06,0
29.39,0.2939,12.65,42.23,5.24,0
91.07,0.9107,2.95,29.49,4.85,0
79.95,0.7995,7.23,16.33,1.65,0
54.61,0.5461,7.36,23.46,3.35,0
64.47,0.6447,5.68,11.42,2.01,0
31.05,0.3105,9.23,32.25,3.51,0
40.64,0.4064,3.58,10.62,2.1,0
17.58,0.1758,4.8,25.24,2.92,0
65.94,0.6594,6.46,14.37,1.54,0
89.29,0.8929,2.33,5.93,0.89,0
69.68,0.6968,2.65,17.15,3.41,0
57.97,0.5797,8.45,34.23,4.97,0
44.27,0.4427,5.72,30.36,3.33,0
46.22,0.4622,7.15,38.88,5.66,0
27.19,0.2719,6.58,27.81,4.27,0
22.59,0.2259,3.26,9.12,2.4,0
41.33,0.4133,6.63,10.88,1.84,0
45.38,0.4538,4.71,27.76,3.72,0
81.41,0.8141,1.27,10.3,2.29,0
18.93,0.1893,2.07,31.72,3.58,0
55.14,0.5514,3.06,13.93,3.25,0
16.0,0.16,9.34,24.23,3.72,0
29.79,0.2979,8.89,39.04,5.46,0
39.23,0.3923,2.8,9.69,2.7,0
56.62,0.5662,8.8,50.9,5.87,0
38.38,0.3838,5.03,32.49,5.22,0
17.74,0.1774,5.02,23.02,4.11,0
66.47,0.6647,2.79,30.91,3.75,0
23.3,0.233,4.94,5.17,1.33,0
77.05,0.7705,3.9,9.27,2.85,0
71.09,0.7109,9.97,28.47,3.56,0
32.74,0.3274,6.5,32.77,3.63,0
87.48,0.8748,6.16,25.65,3.42,0
22.54,0.2254,2.47,10.67,1.72,0
41.53,0.4153,4.34,9.12,1.19,0
48.51,0.4851,2.74,20.04,3.16,0
48.84,0.4884,5.36,19.75,2.46,0
14.66,0.1466,13.22,38.14,4.37,1
59.83,0.5983,9.34,42.55,4.78,0
54.48,0.5448,8.08,30.51,4.38,0
18.69,0.1869,6.4,25.01,2.87,0
49.83,0.4983,4.99,35.12,3.59,0
57.34,0.5734,6.44,16.2,2.07,0
77.31,0.7731,2.62,2.21,1.05,0
77.46,0.7746,9.72,38.44,3.9,0
58.07,0.5807,15.03,52.43,6.85,1
40.32,0.4032,7.33,32.54,3.59,0
52.25,0.5225,4.81,29.67,4.15,0
50.42,0.5042,1.29,28.98,3.63,0
81.72,0.8172,3.44,19.23,3.27,0
42.04,0.4204,0.78,20.28,3.41,0
69.84,0.6984,6.94,28.76,4.18,0
51.4,0.514,6.65,34.77,4.47,0
56.67,0.5667,5.6,13.94,1.42,0
48.14,0.4814,5.51,13.6,1.68,0
48.27,0.4827,8.74,36.59,4.5,0
31.63,0.3163,3.62,19.12,3.46,0
75.19,0.7519,5.36,12.58,2.25,0
71.58,0.7158,8.59,17.16,3.33,0
18.56,0.1856,10.69,27.15,4.14,0
24.01,0.2401,5.53,7.45,2.64,0
66.2,0.662,9.91,42.8,6.26,0
50.13,0.5013,9.42,33.07,4.47,0
65.47,0.6547,5.79,25.26,3.1,0
47.44,0.4744,5.02,14.14,2.36,0
48.49,0.4849,6.52,34.01,3.54,0
41.59,0.4159,5.04,14.31,1.55,0
39.31,0.3931,7.97,40.27,5.21,0
37.11,0.3711,8.19,13.94,2.99,0
22.71,0.2271,9.77,37.35,4.57,0
74.33,0.7433,7.26,35.79,4.23,0
54.91,0.5491,4.67,34.48,4.35,0
54.34,0.5434,6.2,22.98,2.47,0
74.96,0.7496,7.35,13.06,2.34,0
50.26,0.5026,12.01,40.36,5.39,0
33.75,0.3375,6.96,31.92,4.62,0
72.41,0.7241,10.61,25.81,3.75,0
44.85,0.4485,7.33,21.06,3.89,0
76.7,0.767,4.75,28.48,2.97,0
33.1,0.331,2.91,16.77,2.66,0
64.64,0.6464,5.66,32.61,3.32,0
77.43,0.7743,0.77,3.34,1.14,0
43.16,0.4316,2.34,33.61,3.38,0
53.88,0.5388,9.23,30.67,4.36,0
27.25,0.2725,7.85,36.18,4.94,0
61.73,0.6173,0.4,6.57,2.05,0
52.76,0.5276,6.9,6.63,1.61,0
18.32,0.1832,0.44,14.18,2.98,0
41.02,0.4102,5.98,22.29,2.66,0
67.5,0.675,2.83,31.25,3.51,0
33.39,0.3339,6.47,30.24,3.68,0
27.26,0.2726,4.02,15.09,2.79,0
55.63,0.5563,6.84,18.04,3.75,0
51.64,0.5164,8.71,37.08,4.68,0
23.85,0.2385,10.23,18.47,1.94,0
28.4,0.284,9.48,38.28,4.81,0
38.88,0.3888,7.47,21.35,2.55,0
32.31,0.3231,4.95,29.01,2.92,0
33.11,0.3311,8.73,41.74,5.34,0
36.07,0.3607,8.49,12.83,1.43,0
31.04,0.3104,4.4,18.64,2.88,0
58.7,0.587,9.44,30.74,4.22,0
23.91,0.2391,8.51,35.65,4.6,0
19.21,0.1921,9.81,31.6,3.81,0
36.14,0.3614,2.37,9.98,1.93,0
38.84,0.3884,8.86,25.85,2.97,0
46.02,0.4602,12.53,31.61,4.0,0
66.45,0.6645,5.54,8.0,1.33,0
63.64,0.6364,11.77,48.21,5.04,0
55.99,0.5599,7.38,25.54,2.68,0
50.81,0.5081,13.19,43.68,5.03,0
73.19,0.7319,5.41,18.68,1.92,0
58.37,0.5837,6.06,24.7,4.12,0
72.17,0.7217,7.27,18.06,3.11,0
60.88,0.6088,1.75,18.32,2.69,0
57.14,0.5714,9.62,28.36,4.64,0
50.7,0.507,6.57,22.69,4.17,0
59.73,0.5973,6.5,25.92,3.37,0
62.9,0.629,5.69,17.9,1.97,0
38.94,0.3894,6.6,19.82,2.57,0
60.34,0.6034,0.53,3.21,0.66,0
31.93,0.3193,5.62,33.98,4.6,0
33.41,0.3341,10.48,29.56,3.68,1
46.2,0.462,6.92,20.08,2.53,0
29.56,0.2956,9.47,18.61,2.95,0
17.81,0.1781,4.99,11.26,2.87,0
57.22,0.5722,2.8,31.91,4.88,0
18.98,0.1898,10.31,23.69,3.01,0
50.61,0.5061,9.94,31.4,4.15,0
20.98,0.2098,11.82,25.86,4.07,0
47.74,0.4774,7.4,35.62,5.05,0
56.53,0.5653,5.06,20.77,3.36,0
45.86,0.4586,6.08,41.82,6.07,0
58.82,0.5882,6.27,14.32,2.19,0
58.64,0.5864,10.5,30.37,4.65,0
68.16,0.6816,8.27,26.82,3.65,0
17.65,0.1765,8.28,24.21,3.55,0
50.67,0.5067,6.71,27.58,4.56,0
55.87,0.5587,4.3,12.59,2.56,0
48.75,0.4875,9.41,39.3,4.22,0
54.49,0.5449,11.12,37.49,5.36,0
23.95,0.2395,10.37,17.86,2.21,0
44.64,0.4464,4.06,19.36,3.23,0
62.11,0.6211,5.98,7.31,2.0,0
44.48,0.4448,8.63,30.79,4.5,0
26.77,0.2677,6.28,15.42,1.66,0
77.15,0.7715,8.15,15.07,2.65,0
39.06,0.3906,9.05,20.98,3.28,0
37.42,0.3742,8.68,35.92,4.74,0
39.39,0.3939,7.0,38.98,4.67,0
42.97,0.4297,11.91,43.5,5.15,1
43.41,0.4341,10.62,25.59,2.56,0
56.5,0.565,6.94,23.73,2.57,0
21.12,0.2112,3.63,16.4,2.07,0
47.42,0.4742,6.3,23.03,3.22,0
69.64,0.6964,1.85,17.16,3.22,0
40.84,0.4084,6.87,37.75,4.42,0
25.0,0.25,4.97,32.84,4.53,0
59.17,0.5917,9.39,13.92,2.1,0
73.01,0.7301,4.73,35.09,5.44,0
71.74,0.7174,6.13,39.02,4.04,0
68.16,0.6816,1.01,18.65,2.96,0
49.35,0.4935,1.08,28.87,4.3,0
31.27,0.3127,6.93,34.9,3.9,0
30.27,0.3027,5.9,28.93,4.75,0
49.27,0.4927,5.2,37.6,4.92,0
38.78,0.3878,5.44,35.5,5.04,0
63.03,0.6303,2.59,20.36,3.92,0
71.27,0.7127,4.44,27.14,3.76,0
67.15,0.6715,2.08,9.45,1.13,0
34.31,0.3431,1.92,5.77,1.15,0
59.43,0.5943,2.69,32.54,5.17,0
21.0,0.21,2.64,29.82,4.95,0
26.57,0.2657,4.09,9.21,2.31,0
76.32,0.7632,11.05,34.23,5.39,0
36.54,0.3654,9.58,27.9,3.07,0
32.84,0.3284,6.62,25.66,3.35,0
29.17,0.2917,8.93,16.11,1.93,0
23.57,0.2357,12.98,37.23,4.17,0
54.93,0.5493,5.64,5.21,1.66,0
36.86,0.3686,4.76,25.64,3.69,0
81.17,0.8117,3.95,9.08,1.22,0
19.82,0.1982,1.72,14.1,2.09,0
68.28,0.6828,2.54,7.78,2.45,0
78.09,0.7809,5.45,26.33,4.05,0
39.14,0.3914,5.32,18.1,3.42,0
23.36,0.2336,5.32,37.99,4.5,0
90.11,0.9011,2.8,29.23,4.51,0
20.56,0.2056,4.98,15.77,1.97,0
84.71,0.8471,4.15,8.01,2.13,0
24.91,0.2491,7.91,19.86,3.22,0
44.75,0.4475,3.78,16.1,2.08,0
52.92,0.5292,5.96,32.3,3.55,0
84.07,0.8407,6.38,15.22,1.63,0
37.0,0.37,5.53,27.19,3.45,0
80.97,0.8097,1.79,11.21,2.49,0
83.6,0.836,5.65,11.56,2.07,0
53.05,0.5305,9.48,34.07,3.7,0
29.98,0.2998,1.69,25.64,3.53,0
37.52,0.3752,10.98,41.5,4.96,0
18.99,0.1899,3.31,7.7,2.62,0
73.95,0.7395,5.12,27.16,2.98,0
54.81,0.5481,13.05,51.81,6.74,1
29.66,0.2966,4.5,14.78,1.95,0
22.11,0.2211,5.29,33.99,4.15,0
25.26,0.2526,6.61,36.23,3.99,0
55.75,0.5575,4.77,38.42,4.95,0
41.44,0.4144,3.81,14.22,2.8,0
54.01,0.5401,8.2,16.41,2.88,0
35.65,0.3565,6.65,16.34,3.25,0
67.19,0.6719,3.49,26.35,2.85,0
13.26,0.1326,14.39,46.55,6.51,1
39.87,0.3987,13.3,44.68,4.75,0
27.0,0.27,4.12,15.71,2.84,0
30.93,0.3093,17.52,53.68,6.55,1
33.05,0.3305,3.15,9.26,1.12,0
75.78,0.7578,9.52,22.8,2.95,0
49.24,0.4924,9.68,27.66,4.35,0
47.75,0.4775,5.63,27.02,3.98,0
72.42,0.7242,5.14,23.34,2.63,0
48.9,0.489,4.7,29.09,3.54,0
18.72,0.1872,3.35,27.14,4.24,0
28.64,0.2864,9.26,20.16,2.22,0
48.89,0.4889,5.12,36.06,3.67,0
35.34,0.3534,4.4,26.92,3.61,0
42.67,0.4267,5.3,29.66,4.62,0
68.82,0.6882,5.39,5.6,0.68,0
52.25,0.5225,13.63,45.23,6.27,1
40.94,0.4094,2.96,30.78,3.75,0
30.98,0.3098,4.79,20.17,3.02,0
54.0,0.54,7.86,36.62,3.9,0
71.44,0.7144,7.93,39.08,5.39,0
62.42,0.6242,2.54,23.27,2.85,0
28.48,0.2848,6.36,25.33,2.86,0
36.99,0.3699,3.38,13.12,2.37,0
24.9,0.249,7.22,24.71,3.22,0
18.04,0.1804,5.4,11.39,2.85,0
60.97,0.6097,5.0,37.41,3.84,0
42.53,0.4253,13.5,52.85,5.92,1
22.12,0.2212,5.07,16.9,3.32,0
49.24,0.4924,10.23,35.74,4.2,0
56.75,0.5675,3.14,7.25,1.12,0
66.11,0.6611,7.24,7.09,2.38,0
58.95,0.5895,5.69,22.45,3.53,0
27.32,0.2732,7.38,16.35,2.16,0
68.43,0.6843,7.85,35.17,3.98,0
71.11,0.7111,3.2,5.8,2.09,0
65.87,0.6587,5.1,18.24,3.01,0
29.57,0.2957,5.21,23.8,3.54,0
25.04,0.2504,9.24,44.64,5.69,0
37.29,0.3729,4.89,27.52,3.71,0
79.02,0.7902,10.52,35.12,3.99,0
23.86,0.2386,10.95,23.44,2.73,0
30.54,0.3054,7.06,27.99,3.71,0
22.52,0.2252,12.78,36.93,5.64,0
26.9,0.269,6.71,24.97,3.35,0
74.61,0.7461,4.66,35.03,3.76,0
43.7,0.437,6.55,26.12,3.14,0
49.04,0.4904,5.74,16.1,1.63,0
33.16,0.3316,11.81,42.5,4.57,0
38.37,0.3837,5.37,17.96,3.15,0
27.23,0.2723,3.03,17.81,2.48,0
53.79,0.5379,4.36,25.52,2.85,0
35.01,0.3501,3.89,31.19,4.93,0
35.0,0.35,7.82,29.91,3.88,0
29.32,0.2932,3.53,29.11,3.01,0
88.72,0.8872,3.09,21.07,3.44,0
46.56,0.4656,10.14,33.93,3.69,0
43.96,0.4396,12.45,47.49,5.52,0
13.32,0.1332,16.8,40.35,5.36,1
33.39,0.3339,6.23,9.65,1.63,0
51.83,0.5183,1.44,17.54,3.12,0
44.53,0.4453,11.73,25.44,3.7,0
72.0,0.72,7.28,13.43,2.06,0
51.96,0.5196,10.1,30.65,4.93,0
53.38,0.5338,9.1,31.72,4.18,0
65.41,0.6541,11.5,22.63,3.62,0
41.6,0.416,3.93,7.39,2.38,0
67.77,0.6777,11.61,39.85,4.92,0
47.13,0.4713,4.52,15.0,2.35,0
58.52,0.5852,6.21,39.91,4.88,0
24.51,0.2451,4.08,39.05,5.44,0
52.27,0.5227,12.44,50.8,5.35,0
47.05,0.4705,6.62,28.79,3.88,0
35.31,0.3531,10.3,42.63,5.72,0
41.44,0.4144,7.02,30.23,3.36,0
29.68,0.2968,0.99,8.84,2.23,0
84.9,0.849,2.03,9.48,2.54,0
65.63,0.6563,10.77,42.86,4.38,0
50.74,0.5074,10.56,56.57,7.39,1
59.97,0.5997,5.92,35.07,4.68,0
43.87,0.4387,9.04,35.6,5.56,0
81.67,0.8167,6.31,29.87,4.16,0
66.32,0.6632,12.02,51.97,6.69,1
80.41,0.8041,7.77,43.11,5.67,0
55.83,0.5583,3.22,34.11,4.36,0
80.53,0.8053,1.1,27.25,2.95,0
26.73,0.2673,3.21,15.63,2.37,0
57.25,0.5725,7.34,41.96,4.59,0
24.37,0.2437,5.57,25.15,2.85,0
41.89,0.4189,3.24,35.11,4.59,0
43.19,0.4319,5.17,20.98,3.59,0
71.26,0.7126,2.86,25.59,2.94,0
57.58,0.5758,3.58,19.59,3.35,0
45.81,0.4581,2.08,12.86,1.53,0
65.2,0.652,7.73,37.6,4.1,0
29.37,0.2937,6.59,13.8,2.99,0
52.9,0.529,7.2,35.07,4.84,0
73.89,0.7389,7.01,36.36,4.5,0
74.31,0.7431,6.85,15.91,1.99,0
21.67,0.2167,8.75,34.95,3.8,0
44.83,0.4483,3.49,22.95,2.54,0
58.65,0.5865,6.2,34.46,5.12,0
16.83,0.1683,5.65,40.23,4.38,0
34.82,0.3482,8.82,23.45,2.85,0
67.19,0.6719,4.4,9.34,2.76,0
37.77,0.3777,4.51,41.49,5.64,0
64.96,0.6496,8.18,17.77,3.1,0
54.31,0.5431,4.44,21.95,3.64,0
25.97,0.2597,7.79,26.93,2.97,0
51.65,0.5165,7.15,43.24,5.51,0
78.33,0.7833,8.31,26.96,4.07,0
47.89,0.4789,3.93,9.9,0.99,0
95.22,0.9522,1.71,24.51,3.83,0
30.6,0.306,3.19,28.33,4.71,0
41.1,0.411,5.14,12.49,1.31,0
17.29,0.1729,9.34,33.68,4.68,0
48.4,0.484,1.18,8.78,2.69,0
20.56,0.2056,6.04,27.43,3.3,0
52.26,0.5226,3.21,23.66,3.68,0
71.7,0.717,6.22,17.82,2.15,0
46.98,0.4698,10.5,31.1,4.62,0
18.88,0.1888,6.64,14.25,1.43,0
72.24,0.7224,3.58,36.01,3.66,0
37.22,0.3722,15.37,29.09,4.51,1
58.47,0.5847,6.23,41.84,4.37,0
68.69,0.6869,4.83,30.45,3.97,0
63.25,0.6325,7.76,35.52,4.75,0
42.3,0.423,10.39,34.59,4.87,0
63.38,0.6338,3.82,5.33,2.18,0
29.98,0.2998,5.21,23.69,3.16,0
64.82,0.6482,8.17,16.33,2.35,0
62.04,0.6204,1.07,19.26,3.83,0
25.99,0.2599,11.77,56.8,6.14,1
